# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "/binf-isilon/vintherlab/jvinther/scratch/data/sequences/RNAs_100.saf" "-o" "/binf-isilon/vintherlab/jvinther/scratch/featureCount_counts.txt" "-F" "SAF" "02.sam" "03.sam" "05.sam" "06.sam" "08.sam" "09.sam" "11.sam" "12.sam" "14.sam" "15.sam" 
Geneid	Chr	Start	End	Strand	Length	02.sam	03.sam	05.sam	06.sam	08.sam	09.sam	11.sam	12.sam	14.sam	15.sam
ENSG00000200309|Y_RNA	ENSG00000200309|Y_RNA	1	95	+	95	0	0	0	0	0	0	0	0	0	0
ENSG00000202014|Y_RNA	ENSG00000202014|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200428|Y_RNA	ENSG00000200428|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207049|Y_RNA	ENSG00000207049|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000274790|Y_RNA	ENSG00000274790|Y_RNA	1	100	+	100	0	0	2	0	1	0	0	0	0	0
ENSG00000200325|Y_RNA	ENSG00000200325|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000278028|Y_RNA	ENSG00000278028|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000238749|Y_RNA	ENSG00000238749|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000283592|Y_RNA	ENSG00000283592|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000276723|Y_RNA	ENSG00000276723|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202200|Y_RNA	ENSG00000202200|Y_RNA	1	92	+	92	0	0	0	0	0	0	0	0	0	0
ENSG00000222432|Y_RNA	ENSG00000222432|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000238926|Y_RNA	ENSG00000238926|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207290|Y_RNA	ENSG00000207290|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000222395|Y_RNA	ENSG00000222395|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201031|Y_RNA	ENSG00000201031|Y_RNA	1	100	+	100	2	4	6	7	6	4	3	5	1	4
ENSG00000253096|Y_RNA	ENSG00000253096|Y_RNA	1	98	+	98	0	0	0	0	0	0	0	0	0	0
ENSG00000277818|Y_RNA	ENSG00000277818|Y_RNA	1	100	+	100	0	0	5	1	0	0	0	0	0	0
ENSG00000200305|Y_RNA	ENSG00000200305|Y_RNA	1	100	+	100	0	0	1	2	0	0	0	0	0	0
ENSG00000200121|Y_RNA	ENSG00000200121|Y_RNA	1	94	+	94	0	0	0	1	0	0	0	0	0	0
ENSG00000212512|Y_RNA	ENSG00000212512|Y_RNA	1	100	+	100	1	0	0	0	0	0	0	0	0	0
ENSG00000201371|Y_RNA	ENSG00000201371|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201277|Y_RNA	ENSG00000201277|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206705|Y_RNA	ENSG00000206705|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201644|Y_RNA	ENSG00000201644|Y_RNA	1	94	+	94	3	5	9	15	9	6	7	8	7	1
ENSG00000207380|Y_RNA	ENSG00000207380|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252621|Y_RNA	ENSG00000252621|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000223271|Y_RNA	ENSG00000223271|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202046|Y_RNA	ENSG00000202046|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207218|Y_RNA	ENSG00000207218|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206850|Y_RNA	ENSG00000206850|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207131|Y_RNA	ENSG00000207131|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202041|Y_RNA	ENSG00000202041|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201134|Y_RNA	ENSG00000201134|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201820|Y_RNA	ENSG00000201820|Y_RNA	1	91	+	91	0	0	0	0	0	0	0	0	0	0
ENSG00000252655|Y_RNA	ENSG00000252655|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199222|Y_RNA	ENSG00000199222|Y_RNA	1	100	+	100	0	1	0	0	0	0	0	0	0	0
ENSG00000199762|Y_RNA	ENSG00000199762|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200754|Y_RNA	ENSG00000200754|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207075|Y_RNA	ENSG00000207075|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207439|Y_RNA	ENSG00000207439|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201668|Y_RNA	ENSG00000201668|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000212335|Y_RNA	ENSG00000212335|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199938|Y_RNA	ENSG00000199938|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199398|Y_RNA	ENSG00000199398|Y_RNA	1	100	+	100	0	0	0	1	0	0	0	0	0	0
ENSG00000207480|Y_RNA	ENSG00000207480|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200615|Y_RNA	ENSG00000200615|Y_RNA	1	96	+	96	0	0	0	0	0	0	0	0	0	0
ENSG00000207494|Y_RNA	ENSG00000207494|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206951|Y_RNA	ENSG00000206951|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206957|Y_RNA	ENSG00000206957|Y_RNA	1	98	+	98	0	0	0	0	0	0	0	0	0	0
ENSG00000199740|Y_RNA	ENSG00000199740|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200610|Y_RNA	ENSG00000200610|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252975|Y_RNA	ENSG00000252975|Y_RNA	1	92	+	92	0	0	0	0	0	0	0	0	0	0
ENSG00000202001|Y_RNA	ENSG00000202001|Y_RNA	1	97	+	97	0	0	0	0	0	0	1	0	0	0
ENSG00000222511|Y_RNA	ENSG00000222511|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252420|Y_RNA	ENSG00000252420|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200714|Y_RNA	ENSG00000200714|Y_RNA	1	90	+	90	0	0	0	0	0	0	0	0	0	0
ENSG00000206699|Y_RNA	ENSG00000206699|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199636|Y_RNA	ENSG00000199636|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207302|Y_RNA	ENSG00000207302|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206822|Y_RNA	ENSG00000206822|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200052|Y_RNA	ENSG00000200052|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206756|Y_RNA	ENSG00000206756|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202410|Y_RNA	ENSG00000202410|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199899|Y_RNA	ENSG00000199899|Y_RNA	1	99	+	99	0	0	0	0	0	0	0	0	0	0
ENSG00000199668|Y_RNA	ENSG00000199668|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199204|Y_RNA	ENSG00000199204|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199732|Y_RNA	ENSG00000199732|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000206784|Y_RNA	ENSG00000206784|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199881|Y_RNA	ENSG00000199881|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201627|Y_RNA	ENSG00000201627|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252412|Y_RNA	ENSG00000252412|Y_RNA	1	95	+	95	0	0	0	0	0	0	0	0	0	0
ENSG00000201566|Y_RNA	ENSG00000201566|Y_RNA	1	100	+	100	0	1	2	0	4	2	0	0	0	1
ENSG00000201529|Y_RNA	ENSG00000201529|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000253088|Y_RNA	ENSG00000253088|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200752|Y_RNA	ENSG00000200752|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000202523|Y_RNA	ENSG00000202523|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	1
ENSG00000200041|Y_RNA	ENSG00000200041|Y_RNA	1	100	+	100	0	0	1	0	0	0	0	0	0	0
ENSG00000200448|Y_RNA	ENSG00000200448|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200860|Y_RNA	ENSG00000200860|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252047|Y_RNA	ENSG00000252047|Y_RNA	1	99	+	99	0	0	1	0	0	1	0	0	0	0
ENSG00000251852|Y_RNA	ENSG00000251852|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199875|Y_RNA	ENSG00000199875|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200547|Y_RNA	ENSG00000200547|Y_RNA	1	92	+	92	0	0	0	0	0	0	0	0	0	0
ENSG00000200788|Y_RNA	ENSG00000200788|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201624|Y_RNA	ENSG00000201624|Y_RNA	1	100	+	100	0	0	0	1	0	0	1	1	1	0
ENSG00000253016|Y_RNA	ENSG00000253016|Y_RNA	1	100	+	100	0	0	0	0	1	0	0	0	0	0
ENSG00000202399|Y_RNA	ENSG00000202399|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252820|Y_RNA	ENSG00000252820|Y_RNA	1	92	+	92	0	0	0	0	0	0	0	0	0	0
ENSG00000223060|Y_RNA	ENSG00000223060|Y_RNA	1	95	+	95	0	0	0	0	0	0	0	0	0	0
ENSG00000252398|Y_RNA	ENSG00000252398|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199357|Y_RNA	ENSG00000199357|Y_RNA	1	97	+	97	8	2	12	8	5	4	4	12	8	1
ENSG00000200241|Y_RNA	ENSG00000200241|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200572|Y_RNA	ENSG00000200572|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199756|Y_RNA	ENSG00000199756|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000222614|Y_RNA	ENSG00000222614|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199224|Y_RNA	ENSG00000199224|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200209|Y_RNA	ENSG00000200209|Y_RNA	1	93	+	93	0	0	0	0	0	0	0	0	0	0
ENSG00000200432|Y_RNA	ENSG00000200432|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000199516|Y_RNA	ENSG00000199516|Y_RNA	1	100	+	100	0	1	2	0	1	2	1	0	1	1
ENSG00000252919|Y_RNA	ENSG00000252919|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000200314|Y_RNA	ENSG00000200314|Y_RNA	1	100	+	100	9	11	34	27	22	27	19	35	9	14
ENSG00000200142|Y_RNA	ENSG00000200142|Y_RNA	1	98	+	98	0	0	0	0	0	0	0	0	0	0
ENSG00000200344|Y_RNA	ENSG00000200344|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000207061|Y_RNA	ENSG00000207061|Y_RNA	1	100	+	100	21	22	42	50	30	40	22	27	34	41
ENSG00000201867|Y_RNA	ENSG00000201867|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201489|Y_RNA	ENSG00000201489|Y_RNA	1	100	+	100	0	0	1	1	0	0	0	0	0	1
ENSG00000200201|Y_RNA	ENSG00000200201|Y_RNA	1	96	+	96	0	0	0	0	0	0	0	0	0	0
ENSG00000222506|Y_RNA	ENSG00000222506|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000252874|Y_RNA	ENSG00000252874|Y_RNA	1	90	+	90	0	0	2	0	1	0	0	0	0	0
ENSG00000201483|Y_RNA	ENSG00000201483|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	0	0	0
ENSG00000201075|Y_RNA	ENSG00000201075|Y_RNA	1	93	+	93	0	0	0	0	0	0	0	0	0	0
ENSG00000200287|Y_RNA	ENSG00000200287|Y_RNA	1	99	+	99	0	0	0	0	0	0	0	0	0	0
ENSG00000201860|Y_RNA	ENSG00000201860|Y_RNA	1	100	+	100	0	0	0	0	0	0	0	1	0	0
ENSG00000252612|Y_RNA	ENSG00000252612|Y_RNA	1	93	+	93	0	0	3	3	1	2	1	1	1	1
ENSG00000252744|Y_RNA	ENSG00000252744|Y_RNA	1	100	+	100	0	0	1	0	0	0	0	0	0	0
ENSG00000199444|Y_RNA	ENSG00000199444|Y_RNA	1	100	+	100	0	0	1	0	0	0	0	0	0	0
ENSG00000200883|Y_RNA	ENSG00000200883|Y_RNA	1	98	+	98	0	0	1	0	0	0	0	0	0	0
ENSG00000222997|Y_RNA	ENSG00000222997|Y_RNA	1	96	+	96	0	2	6	2	3	3	1	7	4	2
hsa-let-7a-1_MI0000060_human_let-7a-1	hsa-let-7a-1_MI0000060_human_let-7a-1	1	80	+	80	34	1617	26	30	43	50	48	36	56	32
hsa-let-7a-2_MI0000061_human_let-7a-2	hsa-let-7a-2_MI0000061_human_let-7a-2	1	72	+	72	28	2437	33	29	37	45	34	34	44	42
hsa-let-7a-3_MI0000062_human_let-7a-3	hsa-let-7a-3_MI0000062_human_let-7a-3	1	74	+	74	36	1578	28	32	39	39	33	35	53	38
hsa-let-7b_MI0000063_human_let-7b	hsa-let-7b_MI0000063_human_let-7b	1	83	+	83	0	4	0	0	0	0	0	0	0	0
hsa-let-7c_MI0000064_human_let-7c	hsa-let-7c_MI0000064_human_let-7c	1	84	+	84	0	13	0	0	0	2	0	0	0	0
hsa-let-7d_MI0000065_human_let-7d	hsa-let-7d_MI0000065_human_let-7d	1	87	+	87	0	7	0	0	0	0	0	0	0	0
hsa-let-7e_MI0000066_human_let-7e	hsa-let-7e_MI0000066_human_let-7e	1	79	+	79	0	61	0	0	0	0	0	0	1	0
hsa-let-7f-1_MI0000067_human_let-7f-1	hsa-let-7f-1_MI0000067_human_let-7f-1	1	87	+	87	0	53	0	0	3	0	0	0	0	0
hsa-let-7f-2_MI0000068_human_let-7f-2	hsa-let-7f-2_MI0000068_human_let-7f-2	1	83	+	83	0	3	0	0	0	0	0	0	0	0
hsa-mir-15a_MI0000069_human_miR-15a	hsa-mir-15a_MI0000069_human_miR-15a	1	83	+	83	0	0	0	0	0	0	0	0	0	0
hsa-mir-16-1_MI0000070_human_miR-16-1	hsa-mir-16-1_MI0000070_human_miR-16-1	1	89	+	89	0	0	0	2	0	0	0	1	0	0
hsa-mir-17_MI0000071_human_miR-17	hsa-mir-17_MI0000071_human_miR-17	1	84	+	84	1	0	0	0	0	0	0	0	0	0
hsa-mir-18a_MI0000072_human_miR-18a	hsa-mir-18a_MI0000072_human_miR-18a	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-19a_MI0000073_human_miR-19a	hsa-mir-19a_MI0000073_human_miR-19a	1	82	+	82	0	0	0	0	0	0	0	0	0	0
hsa-mir-19b-1_MI0000074_human_miR-19b-1	hsa-mir-19b-1_MI0000074_human_miR-19b-1	1	87	+	87	0	0	0	0	0	0	0	0	0	0
hsa-mir-19b-2_MI0000075_human_miR-19b-2	hsa-mir-19b-2_MI0000075_human_miR-19b-2	1	96	+	96	0	0	0	0	0	0	0	0	0	0
hsa-mir-20a_MI0000076_human_miR-20a	hsa-mir-20a_MI0000076_human_miR-20a	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-21_MI0000077_human_miR-21	hsa-mir-21_MI0000077_human_miR-21	1	72	+	72	0	0	0	0	0	0	0	0	2	0
hsa-mir-22_MI0000078_human_miR-22	hsa-mir-22_MI0000078_human_miR-22	1	85	+	85	0	0	0	0	0	0	0	0	0	0
hsa-mir-23a_MI0000079_human_miR-23a	hsa-mir-23a_MI0000079_human_miR-23a	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-24-1_MI0000080_human_miR-24-1	hsa-mir-24-1_MI0000080_human_miR-24-1	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-24-2_MI0000081_human_miR-24-2	hsa-mir-24-2_MI0000081_human_miR-24-2	1	73	+	73	0	0	0	0	0	0	0	0	0	0
hsa-mir-25_MI0000082_human_miR-25	hsa-mir-25_MI0000082_human_miR-25	1	84	+	84	0	0	0	0	0	0	0	0	0	0
hsa-mir-26a-1_MI0000083_human_miR-26a-1	hsa-mir-26a-1_MI0000083_human_miR-26a-1	1	77	+	77	0	0	0	0	0	0	0	0	1	0
hsa-mir-26b_MI0000084_human_miR-26b	hsa-mir-26b_MI0000084_human_miR-26b	1	77	+	77	0	0	0	0	0	0	0	0	0	0
hsa-mir-27a_MI0000085_human_miR-27a	hsa-mir-27a_MI0000085_human_miR-27a	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-28_MI0000086_human_miR-28	hsa-mir-28_MI0000086_human_miR-28	1	86	+	86	0	0	0	0	0	0	0	0	0	0
hsa-mir-29a_MI0000087_human_miR-29a	hsa-mir-29a_MI0000087_human_miR-29a	1	64	+	64	0	0	0	0	0	0	0	0	0	0
hsa-mir-30a_MI0000088_human_miR-30a	hsa-mir-30a_MI0000088_human_miR-30a	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-31_MI0000089_human_miR-31	hsa-mir-31_MI0000089_human_miR-31	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-32_MI0000090_human_miR-32	hsa-mir-32_MI0000090_human_miR-32	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-33a_MI0000091_human_miR-33a	hsa-mir-33a_MI0000091_human_miR-33a	1	69	+	69	0	0	0	0	0	0	0	0	0	0
hsa-mir-92a-1_MI0000093_human_miR-92a-1	hsa-mir-92a-1_MI0000093_human_miR-92a-1	1	78	+	78	2	0	0	0	0	0	0	0	0	1
hsa-mir-92a-2_MI0000094_human_miR-92a-2	hsa-mir-92a-2_MI0000094_human_miR-92a-2	1	75	+	75	0	0	1	0	0	0	0	0	0	3
hsa-mir-93_MI0000095_human_miR-93	hsa-mir-93_MI0000095_human_miR-93	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-95_MI0000097_human_miR-95	hsa-mir-95_MI0000097_human_miR-95	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-96_MI0000098_human_miR-96	hsa-mir-96_MI0000098_human_miR-96	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-98_MI0000100_human_miR-98	hsa-mir-98_MI0000100_human_miR-98	1	100	+	100	0	0	0	1	0	0	3	1	2	0
hsa-mir-99a_MI0000101_human_miR-99a	hsa-mir-99a_MI0000101_human_miR-99a	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-100_MI0000102_human_miR-100	hsa-mir-100_MI0000102_human_miR-100	1	80	+	80	0	0	0	0	0	0	0	0	0	0
hsa-mir-101-1_MI0000103_human_miR-101-1	hsa-mir-101-1_MI0000103_human_miR-101-1	1	75	+	75	0	0	0	0	0	0	0	0	0	0
hsa-mir-29b-1_MI0000105_human_miR-29b-1	hsa-mir-29b-1_MI0000105_human_miR-29b-1	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-29b-2_MI0000107_human_miR-29b-2	hsa-mir-29b-2_MI0000107_human_miR-29b-2	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-103a-2_MI0000108_human_miR-103a-2	hsa-mir-103a-2_MI0000108_human_miR-103a-2	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-103a-1_MI0000109_human_miR-103a-1	hsa-mir-103a-1_MI0000109_human_miR-103a-1	1	78	+	78	0	0	0	0	0	0	0	0	0	0
hsa-mir-105-1_MI0000111_human_miR-105-1	hsa-mir-105-1_MI0000111_human_miR-105-1	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-105-2_MI0000112_human_miR-105-2	hsa-mir-105-2_MI0000112_human_miR-105-2	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-106a_MI0000113_human_miR-106a	hsa-mir-106a_MI0000113_human_miR-106a	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-107_MI0000114_human_miR-107	hsa-mir-107_MI0000114_human_miR-107	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-16-2_MI0000115_human_miR-16-2	hsa-mir-16-2_MI0000115_human_miR-16-2	1	81	+	81	0	0	0	0	0	0	0	0	0	0
hsa-mir-192_MI0000234_human_miR-192	hsa-mir-192_MI0000234_human_miR-192	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-196a-1_MI0000238_human_miR-196a-1	hsa-mir-196a-1_MI0000238_human_miR-196a-1	1	70	+	70	0	0	0	0	0	0	0	0	0	0
hsa-mir-197_MI0000239_human_miR-197	hsa-mir-197_MI0000239_human_miR-197	1	75	+	75	0	0	0	1	0	1	0	0	1	0
hsa-mir-198_MI0000240_human_miR-198	hsa-mir-198_MI0000240_human_miR-198	1	62	+	62	0	0	0	0	0	0	0	0	0	0
hsa-mir-199a-1_MI0000242_human_miR-199a-1	hsa-mir-199a-1_MI0000242_human_miR-199a-1	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-208a_MI0000251_human_miR-208a	hsa-mir-208a_MI0000251_human_miR-208a	1	71	+	71	0	0	0	0	0	0	0	0	0	0
hsa-mir-129-1_MI0000252_human_miR-129-1	hsa-mir-129-1_MI0000252_human_miR-129-1	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-148a_MI0000253_human_miR-148a	hsa-mir-148a_MI0000253_human_miR-148a	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-30c-2_MI0000254_human_miR-30c-2	hsa-mir-30c-2_MI0000254_human_miR-30c-2	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-30d_MI0000255_human_miR-30d	hsa-mir-30d_MI0000255_human_miR-30d	1	70	+	70	0	0	0	0	0	0	1	0	0	0
hsa-mir-139_MI0000261_human_miR-139	hsa-mir-139_MI0000261_human_miR-139	1	68	+	68	0	0	0	0	0	0	0	0	0	0
hsa-mir-147a_MI0000262_human_miR-147a	hsa-mir-147a_MI0000262_human_miR-147a	1	72	+	72	0	0	0	0	0	0	0	0	0	0
hsa-mir-7-1_MI0000263_human_miR-7-1	hsa-mir-7-1_MI0000263_human_miR-7-1	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-7-2_MI0000264_human_miR-7-2	hsa-mir-7-2_MI0000264_human_miR-7-2	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-7-3_MI0000265_human_miR-7-3	hsa-mir-7-3_MI0000265_human_miR-7-3	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-10a_MI0000266_human_miR-10a	hsa-mir-10a_MI0000266_human_miR-10a	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-10b_MI0000267_human_miR-10b	hsa-mir-10b_MI0000267_human_miR-10b	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-34a_MI0000268_human_miR-34a	hsa-mir-34a_MI0000268_human_miR-34a	1	100	+	100	0	0	0	0	0	0	1	0	0	0
hsa-mir-181a-2_MI0000269_human_miR-181a-2	hsa-mir-181a-2_MI0000269_human_miR-181a-2	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-181b-1_MI0000270_human_miR-181b-1	hsa-mir-181b-1_MI0000270_human_miR-181b-1	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-181c_MI0000271_human_miR-181c	hsa-mir-181c_MI0000271_human_miR-181c	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-182_MI0000272_human_miR-182	hsa-mir-182_MI0000272_human_miR-182	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-183_MI0000273_human_miR-183	hsa-mir-183_MI0000273_human_miR-183	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-187_MI0000274_human_miR-187	hsa-mir-187_MI0000274_human_miR-187	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-196a-2_MI0000279_human_miR-196a-2	hsa-mir-196a-2_MI0000279_human_miR-196a-2	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-199a-2_MI0000281_human_miR-199a-2	hsa-mir-199a-2_MI0000281_human_miR-199a-2	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-199b_MI0000282_human_miR-199b	hsa-mir-199b_MI0000282_human_miR-199b	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-203a_MI0000283_human_miR-203a	hsa-mir-203a_MI0000283_human_miR-203a	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-204_MI0000284_human_miR-204	hsa-mir-204_MI0000284_human_miR-204	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-205_MI0000285_human_miR-205	hsa-mir-205_MI0000285_human_miR-205	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-210_MI0000286_human_miR-210	hsa-mir-210_MI0000286_human_miR-210	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-211_MI0000287_human_miR-211	hsa-mir-211_MI0000287_human_miR-211	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-212_MI0000288_human_miR-212	hsa-mir-212_MI0000288_human_miR-212	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-181a-1_MI0000289_human_miR-181a-1	hsa-mir-181a-1_MI0000289_human_miR-181a-1	1	100	+	100	0	0	0	0	0	0	0	0	0	0
hsa-mir-214_MI0000290_human_miR-214	hsa-mir-214_MI0000290_human_miR-214	1	100	+	100	0	0	0	0	0	0	0	0	0	0
